matric_number,course_code,course_title,ca_score_30
MAT-2024-0644,CSC 102,Introduction to Problem Solving,15.1
MAT-2024-0645,ENG 101,Engineering Mechanics,11.6
MAT-2024-0645,BIO 101,General Biology I,5.4
MAT-2024-0646,PHY 101,General Physics I,22.9
MAT-2024-0646,GST 102,Nigerian Peoples and Culture,17.4
MAT-2024-0646,CHM 101,General Chemistry I,16.9
MAT-2024-0646,BIO 101,General Biology I,12.7
MAT-2024-0646,CSC 101,Introduction to Computer Science,22.1
MAT-2024-0646,GST 101,Use of English,17.7
MAT-2024-0646,STA 101,Introductory Statistics,8.8
MAT-2024-0647,CHM 102,Practical Chemistry I,17.7
MAT-2024-0647,MAT 101,General Mathematics I,17.6
MAT-2024-0647,CHM 101,General Chemistry I,16.8
MAT-2024-0647,ENG 101,Engineering Mechanics,16.3
MAT-2024-0647,PHY 101,General Physics I,15.1
MAT-2024-0647,MAT 102,General Mathematics II,22.5
MAT-2024-0647,BIO 101,General Biology I,20.2
MAT-2024-0647,PHY 102,Practical Physics I,25.1
MAT-2024-0647,GST 102,Nigerian Peoples and Culture,20.4
MAT-2024-0647,GST 101,Use of English,12.0
MAT-2024-0647,CSC 102,Introduction to Problem Solving,23.4
MAT-2024-0648,CSC 102,Introduction to Problem Solving,18.7
MAT-2024-0648,PHY 102,Practical Physics I,25.3
MAT-2024-0648,PHY 101,General Physics I,13.7
MAT-2024-0648,CHM 101,General Chemistry I,18.4
MAT-2024-0648,CHM 102,Practical Chemistry I,12.2
MAT-2024-0648,GST 102,Nigerian Peoples and Culture,14.7
MAT-2024-0648,GST 101,Use of English,15.3
MAT-2024-0648,BIO 101,General Biology I,14.4
MAT-2024-0648,MAT 102,General Mathematics II,25.0
MAT-2024-0649,MAT 102,General Mathematics II,12.0
MAT-2024-0649,CHM 101,General Chemistry I,12.6
MAT-2024-0649,GST 102,Nigerian Peoples and Culture,15.5
MAT-2024-0649,GST 101,Use of English,22.8
MAT-2024-0650,CSC 102,Introduction to Problem Solving,18.3
MAT-2024-0650,ENG 101,Engineering Mechanics,13.5
MAT-2024-0650,CHM 101,General Chemistry I,20.7
MAT-2024-0650,CSC 101,Introduction to Computer Science,16.5
MAT-2024-0650,MAT 101,General Mathematics I,17.8
MAT-2024-0650,BIO 101,General Biology I,18.2
MAT-2024-0651,CSC 102,Introduction to Problem Solving,29.2
MAT-2024-0651,BIO 101,General Biology I,24.2
MAT-2024-0651,STA 101,Introductory Statistics,20.7
MAT-2024-0651,GST 101,Use of English,17.2
MAT-2024-0652,MAT 101,General Mathematics I,14.1
MAT-2024-0653,PHY 101,General Physics I,18.7
MAT-2024-0653,MAT 102,General Mathematics II,17.5
MAT-2024-0653,PHY 102,Practical Physics I,16.3
MAT-2024-0653,BIO 101,General Biology I,22.4
MAT-2024-0653,CSC 101,Introduction to Computer Science,10.2
MAT-2024-0653,CSC 102,Introduction to Problem Solving,18.5
MAT-2024-0653,ENG 101,Engineering Mechanics,17.0
MAT-2024-0653,CHM 101,General Chemistry I,12.3
MAT-2024-0653,MAT 101,General Mathematics I,23.7
MAT-2024-0653,STA 101,Introductory Statistics,6.5
MAT-2024-0653,CHM 102,Practical Chemistry I,17.8
MAT-2024-0654,GST 101,Use of English,13.4
MAT-2024-0654,BIO 101,General Biology I,14.9
MAT-2024-0654,CHM 101,General Chemistry I,11.4
MAT-2024-0654,CHM 102,Practical Chemistry I,9.1
MAT-2024-0654,CSC 102,Introduction to Problem Solving,10.0
MAT-2024-0654,MAT 101,General Mathematics I,18.5
MAT-2024-0654,GST 102,Nigerian Peoples and Culture,12.8
MAT-2024-0654,PHY 101,General Physics I,16.0
MAT-2024-0654,ENG 101,Engineering Mechanics,8.7
MAT-2024-0654,CSC 101,Introduction to Computer Science,16.8
MAT-2024-0654,STA 101,Introductory Statistics,15.5
MAT-2024-0655,STA 101,Introductory Statistics,24.2
MAT-2024-0655,ENG 101,Engineering Mechanics,17.2
MAT-2024-0655,PHY 101,General Physics I,13.3
MAT-2024-0655,CHM 102,Practical Chemistry I,14.0
MAT-2024-0655,MAT 101,General Mathematics I,10.1
MAT-2024-0655,GST 102,Nigerian Peoples and Culture,11.3
MAT-2024-0655,CSC 102,Introduction to Problem Solving,10.7
MAT-2024-0655,PHY 102,Practical Physics I,16.9
MAT-2024-0655,MAT 102,General Mathematics II,17.6
MAT-2024-0655,CSC 101,Introduction to Computer Science,16.2
MAT-2024-0655,CHM 101,General Chemistry I,17.3
MAT-2024-0656,PHY 102,Practical Physics I,13.8
MAT-2024-0656,CHM 101,General Chemistry I,13.9
MAT-2024-0656,PHY 101,General Physics I,10.0
MAT-2024-0656,STA 101,Introductory Statistics,12.0
MAT-2024-0656,MAT 102,General Mathematics II,17.0
MAT-2024-0656,CSC 101,Introduction to Computer Science,15.8
MAT-2024-0656,MAT 101,General Mathematics I,12.6
MAT-2024-0656,GST 101,Use of English,17.9
MAT-2024-0657,BIO 101,General Biology I,23.4
MAT-2024-0657,CHM 101,General Chemistry I,22.0
MAT-2024-0657,ENG 101,Engineering Mechanics,14.4
MAT-2024-0657,MAT 102,General Mathematics II,19.3
MAT-2024-0657,CHM 102,Practical Chemistry I,24.9
MAT-2024-0657,CSC 101,Introduction to Computer Science,17.8
MAT-2024-0657,MAT 101,General Mathematics I,26.2
MAT-2024-0658,CSC 102,Introduction to Problem Solving,8.1
MAT-2024-0658,MAT 102,General Mathematics II,17.6
MAT-2024-0658,MAT 101,General Mathematics I,15.0
MAT-2024-0659,PHY 101,General Physics I,24.4
MAT-2024-0659,ENG 101,Engineering Mechanics,15.7
MAT-2024-0659,PHY 102,Practical Physics I,19.5
MAT-2024-0660,MAT 102,General Mathematics II,26.5
MAT-2024-0660,PHY 102,Practical Physics I,16.9
MAT-2024-0660,CHM 102,Practical Chemistry I,22.7
MAT-2024-0660,BIO 101,General Biology I,21.8
MAT-2024-0660,CSC 101,Introduction to Computer Science,19.4
MAT-2024-0660,ENG 101,Engineering Mechanics,23.2
MAT-2024-0660,CSC 102,Introduction to Problem Solving,15.9
MAT-2024-0660,GST 102,Nigerian Peoples and Culture,27.3
MAT-2024-0661,MAT 101,General Mathematics I,10.1
MAT-2024-0661,CHM 102,Practical Chemistry I,7.8
MAT-2024-0661,CSC 101,Introduction to Computer Science,7.5
MAT-2024-0661,BIO 101,General Biology I,10.7
MAT-2024-0661,PHY 102,Practical Physics I,7.9
MAT-2024-0661,PHY 101,General Physics I,15.7
MAT-2024-0661,GST 101,Use of English,14.9
MAT-2024-0661,ENG 101,Engineering Mechanics,14.9
MAT-2024-0661,MAT 102,General Mathematics II,8.2
MAT-2024-0661,CHM 101,General Chemistry I,6.3
MAT-2024-0662,CHM 102,Practical Chemistry I,17.5
MAT-2024-0662,STA 101,Introductory Statistics,22.3
MAT-2024-0662,MAT 101,General Mathematics I,27.9
MAT-2024-0662,GST 102,Nigerian Peoples and Culture,16.8
MAT-2024-0662,GST 101,Use of English,23.0
MAT-2024-0663,STA 101,Introductory Statistics,19.6
MAT-2024-0663,GST 102,Nigerian Peoples and Culture,22.7
MAT-2024-0663,CSC 102,Introduction to Problem Solving,23.4
MAT-2024-0663,PHY 102,Practical Physics I,16.6
MAT-2024-0663,PHY 101,General Physics I,22.1
MAT-2024-0663,ENG 101,Engineering Mechanics,24.6
MAT-2024-0663,MAT 102,General Mathematics II,23.0
MAT-2024-0663,BIO 101,General Biology I,18.9
MAT-2024-0663,CHM 102,Practical Chemistry I,11.0
MAT-2024-0663,GST 101,Use of English,21.4
MAT-2024-0663,CHM 101,General Chemistry I,26.9
MAT-2024-0664,CHM 102,Practical Chemistry I,8.6
MAT-2024-0664,MAT 102,General Mathematics II,11.6
MAT-2024-0664,ENG 101,Engineering Mechanics,14.5
MAT-2024-0664,CSC 101,Introduction to Computer Science,8.6
MAT-2024-0664,GST 102,Nigerian Peoples and Culture,12.3
MAT-2024-0664,MAT 101,General Mathematics I,12.0
MAT-2024-0664,BIO 101,General Biology I,13.2
MAT-2024-0664,STA 101,Introductory Statistics,9.9
MAT-2024-0664,PHY 101,General Physics I,6.1
MAT-2024-0664,GST 101,Use of English,7.9
MAT-2024-0664,CHM 101,General Chemistry I,11.1
MAT-2024-0665,PHY 101,General Physics I,21.8
MAT-2024-0665,BIO 101,General Biology I,10.2
MAT-2024-0665,STA 101,Introductory Statistics,16.8
MAT-2024-0666,STA 101,Introductory Statistics,16.2
MAT-2024-0666,CHM 101,General Chemistry I,18.7
MAT-2024-0666,MAT 101,General Mathematics I,19.9
MAT-2024-0666,GST 102,Nigerian Peoples and Culture,22.4
MAT-2024-0667,GST 102,Nigerian Peoples and Culture,15.4
MAT-2024-0667,CHM 102,Practical Chemistry I,20.6
MAT-2024-0667,ENG 101,Engineering Mechanics,5.6
MAT-2024-0667,CSC 102,Introduction to Problem Solving,10.2
MAT-2024-0668,PHY 101,General Physics I,19.3
MAT-2024-0668,BIO 101,General Biology I,16.2
MAT-2024-0668,CSC 102,Introduction to Problem Solving,21.7
MAT-2024-0668,PHY 102,Practical Physics I,24.4
MAT-2024-0669,PHY 101,General Physics I,17.8
MAT-2024-0669,BIO 101,General Biology I,20.3
MAT-2024-0669,CSC 102,Introduction to Problem Solving,15.2
MAT-2024-0669,STA 101,Introductory Statistics,9.2
MAT-2024-0669,MAT 102,General Mathematics II,23.1
MAT-2024-0669,CHM 102,Practical Chemistry I,21.8
MAT-2024-0669,PHY 102,Practical Physics I,19.4
MAT-2024-0669,ENG 101,Engineering Mechanics,22.3
MAT-2024-0670,PHY 101,General Physics I,13.7
MAT-2024-0671,ENG 101,Engineering Mechanics,13.7
MAT-2024-0671,MAT 101,General Mathematics I,10.1
MAT-2024-0671,GST 102,Nigerian Peoples and Culture,12.7
MAT-2024-0671,CHM 102,Practical Chemistry I,6.4
MAT-2024-0671,CSC 102,Introduction to Problem Solving,13.2
MAT-2024-0671,PHY 101,General Physics I,6.4
MAT-2024-0671,MAT 102,General Mathematics II,5.0
MAT-2024-0672,PHY 102,Practical Physics I,8.8
MAT-2024-0672,CHM 102,Practical Chemistry I,17.6
MAT-2024-0672,CHM 101,General Chemistry I,23.3
MAT-2024-0672,GST 102,Nigerian Peoples and Culture,25.0
MAT-2024-0672,MAT 102,General Mathematics II,17.5
MAT-2024-0672,GST 101,Use of English,17.4
MAT-2024-0672,STA 101,Introductory Statistics,16.7
MAT-2024-0672,ENG 101,Engineering Mechanics,17.4
MAT-2024-0672,BIO 101,General Biology I,24.2
MAT-2024-0672,CSC 101,Introduction to Computer Science,26.1
MAT-2024-0673,MAT 101,General Mathematics I,25.1
MAT-2024-0673,GST 101,Use of English,20.1
MAT-2024-0673,BIO 101,General Biology I,18.5
MAT-2024-0673,STA 101,Introductory Statistics,22.6
MAT-2024-0673,GST 102,Nigerian Peoples and Culture,22.5
MAT-2024-0673,CHM 102,Practical Chemistry I,20.3
MAT-2024-0674,STA 101,Introductory Statistics,23.1
MAT-2024-0674,CSC 102,Introduction to Problem Solving,16.1
MAT-2024-0674,BIO 101,General Biology I,15.0
MAT-2024-0674,PHY 101,General Physics I,12.8
MAT-2024-0674,PHY 102,Practical Physics I,8.6
MAT-2024-0674,GST 101,Use of English,6.0
MAT-2024-0674,MAT 101,General Mathematics I,11.8
MAT-2024-0674,CSC 101,Introduction to Computer Science,21.7
MAT-2024-0674,MAT 102,General Mathematics II,21.6
MAT-2024-0674,CHM 101,General Chemistry I,15.5
MAT-2024-0674,CHM 102,Practical Chemistry I,17.0
MAT-2024-0675,STA 101,Introductory Statistics,19.5
MAT-2024-0675,CSC 102,Introduction to Problem Solving,15.9
MAT-2024-0675,PHY 101,General Physics I,20.0
MAT-2024-0675,MAT 101,General Mathematics I,17.1
MAT-2024-0675,CSC 101,Introduction to Computer Science,20.3
MAT-2024-0675,BIO 101,General Biology I,11.0
MAT-2024-0675,CHM 102,Practical Chemistry I,13.2
MAT-2024-0675,MAT 102,General Mathematics II,14.5
MAT-2024-0675,GST 101,Use of English,22.6
MAT-2024-0676,CHM 101,General Chemistry I,22.7
MAT-2024-0676,PHY 102,Practical Physics I,19.3
MAT-2024-0677,GST 101,Use of English,12.0
MAT-2024-0677,PHY 101,General Physics I,17.6
MAT-2024-0677,ENG 101,Engineering Mechanics,18.8
MAT-2024-0677,MAT 102,General Mathematics II,25.5
MAT-2024-0678,MAT 102,General Mathematics II,2.6
MAT-2024-0678,GST 101,Use of English,12.4
MAT-2024-0678,STA 101,Introductory Statistics,10.1
MAT-2024-0678,PHY 101,General Physics I,1.4
MAT-2024-0678,ENG 101,Engineering Mechanics,6.6
MAT-2024-0678,MAT 101,General Mathematics I,7.0
MAT-2024-0678,CHM 102,Practical Chemistry I,5.0
MAT-2024-0678,GST 102,Nigerian Peoples and Culture,9.5
MAT-2024-0679,PHY 101,General Physics I,12.8
MAT-2024-0679,BIO 101,General Biology I,17.7
MAT-2024-0679,CSC 102,Introduction to Problem Solving,23.6
MAT-2024-0679,PHY 102,Practical Physics I,24.1
MAT-2024-0679,GST 102,Nigerian Peoples and Culture,28.9
MAT-2024-0679,CSC 101,Introduction to Computer Science,23.6
MAT-2024-0679,GST 101,Use of English,22.5
MAT-2024-0679,MAT 101,General Mathematics I,24.6
MAT-2024-0679,CHM 101,General Chemistry I,13.5
MAT-2024-0679,STA 101,Introductory Statistics,18.8
MAT-2024-0680,ENG 101,Engineering Mechanics,16.2
MAT-2024-0680,PHY 102,Practical Physics I,13.0
MAT-2024-0680,BIO 101,General Biology I,13.6
MAT-2024-0680,GST 102,Nigerian Peoples and Culture,21.7
MAT-2024-0680,CSC 101,Introduction to Computer Science,18.4
MAT-2024-0680,CSC 102,Introduction to Problem Solving,20.9
MAT-2024-0680,STA 101,Introductory Statistics,17.5
MAT-2024-0680,PHY 101,General Physics I,13.2
MAT-2024-0680,MAT 101,General Mathematics I,23.6
MAT-2024-0681,CHM 102,Practical Chemistry I,16.2
MAT-2024-0681,PHY 102,Practical Physics I,11.7
MAT-2024-0681,CSC 102,Introduction to Problem Solving,13.6
MAT-2024-0681,STA 101,Introductory Statistics,15.4
MAT-2024-0681,GST 102,Nigerian Peoples and Culture,0.6
MAT-2024-0681,ENG 101,Engineering Mechanics,9.6
MAT-2024-0681,GST 101,Use of English,19.2
MAT-2024-0682,CSC 102,Introduction to Problem Solving,9.3
MAT-2024-0682,GST 101,Use of English,13.0
MAT-2024-0682,CHM 101,General Chemistry I,7.2
MAT-2024-0682,ENG 101,Engineering Mechanics,3.6
MAT-2024-0682,STA 101,Introductory Statistics,4.0
MAT-2024-0682,CHM 102,Practical Chemistry I,3.7
MAT-2024-0682,MAT 102,General Mathematics II,10.8
MAT-2024-0682,PHY 101,General Physics I,14.8
MAT-2024-0682,GST 102,Nigerian Peoples and Culture,6.6
MAT-2024-0682,PHY 102,Practical Physics I,11.4
MAT-2024-0683,CSC 102,Introduction to Problem Solving,15.0
MAT-2024-0683,MAT 102,General Mathematics II,9.9
MAT-2024-0683,GST 102,Nigerian Peoples and Culture,5.5
MAT-2024-0683,CHM 101,General Chemistry I,9.1
MAT-2024-0683,CHM 102,Practical Chemistry I,17.6
MAT-2024-0683,STA 101,Introductory Statistics,16.4
MAT-2024-0683,BIO 101,General Biology I,7.7
MAT-2024-0683,ENG 101,Engineering Mechanics,6.3
MAT-2024-0683,PHY 102,Practical Physics I,10.5
MAT-2024-0683,PHY 101,General Physics I,16.3
MAT-2024-0684,GST 101,Use of English,10.1
MAT-2024-0684,PHY 102,Practical Physics I,21.9
MAT-2024-0684,CHM 101,General Chemistry I,11.9
MAT-2024-0684,STA 101,Introductory Statistics,18.1
MAT-2024-0685,CSC 101,Introduction to Computer Science,26.1
MAT-2024-0685,CSC 102,Introduction to Problem Solving,18.7
MAT-2024-0685,CHM 102,Practical Chemistry I,21.0
MAT-2024-0685,MAT 102,General Mathematics II,23.5
MAT-2024-0685,GST 102,Nigerian Peoples and Culture,20.2
MAT-2024-0685,STA 101,Introductory Statistics,25.0
MAT-2024-0685,BIO 101,General Biology I,25.6
MAT-2024-0685,MAT 101,General Mathematics I,24.8
MAT-2024-0685,PHY 102,Practical Physics I,26.8
MAT-2024-0685,GST 101,Use of English,19.1
MAT-2024-0685,CHM 101,General Chemistry I,26.4
MAT-2024-0686,CHM 102,Practical Chemistry I,11.3
MAT-2024-0686,CSC 102,Introduction to Problem Solving,14.1
MAT-2024-0686,ENG 101,Engineering Mechanics,19.0
MAT-2024-0686,GST 102,Nigerian Peoples and Culture,9.7
MAT-2024-0686,CHM 101,General Chemistry I,18.9
MAT-2024-0686,MAT 102,General Mathematics II,11.5
MAT-2024-0686,BIO 101,General Biology I,10.5
MAT-2024-0686,MAT 101,General Mathematics I,15.3
MAT-2024-0686,PHY 102,Practical Physics I,17.9
MAT-2024-0686,STA 101,Introductory Statistics,14.5
MAT-2024-0687,ENG 101,Engineering Mechanics,24.1
MAT-2024-0688,MAT 101,General Mathematics I,25.0
MAT-2024-0688,CHM 102,Practical Chemistry I,17.8
MAT-2024-0688,MAT 102,General Mathematics II,22.8
MAT-2024-0689,CHM 101,General Chemistry I,25.8
MAT-2024-0689,CSC 101,Introduction to Computer Science,23.9
MAT-2024-0689,MAT 102,General Mathematics II,18.1
MAT-2024-0689,CHM 102,Practical Chemistry I,22.2
MAT-2024-0690,MAT 101,General Mathematics I,20.4
MAT-2024-0690,CSC 102,Introduction to Problem Solving,18.2
MAT-2024-0690,CHM 101,General Chemistry I,14.4
MAT-2024-0691,MAT 102,General Mathematics II,23.1
MAT-2024-0691,GST 102,Nigerian Peoples and Culture,18.0
MAT-2024-0691,MAT 101,General Mathematics I,18.9
MAT-2024-0691,STA 101,Introductory Statistics,12.3
MAT-2024-0692,PHY 101,General Physics I,25.5
MAT-2024-0692,PHY 102,Practical Physics I,22.7
MAT-2024-0692,CHM 102,Practical Chemistry I,24.5
MAT-2024-0692,GST 102,Nigerian Peoples and Culture,17.0
MAT-2024-0692,GST 101,Use of English,20.7
MAT-2024-0692,ENG 101,Engineering Mechanics,19.9
MAT-2024-0692,MAT 102,General Mathematics II,23.6
MAT-2024-0692,CHM 101,General Chemistry I,23.7
MAT-2024-0693,CSC 102,Introduction to Problem Solving,21.3
MAT-2024-0693,CHM 102,Practical Chemistry I,18.2
MAT-2024-0693,MAT 101,General Mathematics I,19.5
MAT-2024-0693,ENG 101,Engineering Mechanics,17.5
MAT-2024-0693,PHY 102,Practical Physics I,24.3
MAT-2024-0694,MAT 102,General Mathematics II,25.1
MAT-2024-0694,CHM 102,Practical Chemistry I,27.6
MAT-2024-0694,STA 101,Introductory Statistics,14.3
MAT-2024-0694,GST 102,Nigerian Peoples and Culture,24.9
MAT-2024-0694,MAT 101,General Mathematics I,23.7
MAT-2024-0694,PHY 102,Practical Physics I,17.8
MAT-2024-0694,CSC 102,Introduction to Problem Solving,22.3
MAT-2024-0695,GST 101,Use of English,16.9
MAT-2024-0695,PHY 102,Practical Physics I,21.0
MAT-2024-0695,BIO 101,General Biology I,21.2
MAT-2024-0695,MAT 102,General Mathematics II,23.0
MAT-2024-0695,STA 101,Introductory Statistics,18.1
MAT-2024-0696,GST 102,Nigerian Peoples and Culture,20.0
MAT-2024-0696,CSC 102,Introduction to Problem Solving,24.4
MAT-2024-0696,PHY 102,Practical Physics I,21.4
MAT-2024-0696,GST 101,Use of English,23.5
MAT-2024-0696,CHM 102,Practical Chemistry I,25.2
MAT-2024-0696,CHM 101,General Chemistry I,17.9
MAT-2024-0696,MAT 102,General Mathematics II,23.4
MAT-2024-0696,PHY 101,General Physics I,28.2
MAT-2024-0696,MAT 101,General Mathematics I,30.0
MAT-2024-0696,STA 101,Introductory Statistics,22.9
MAT-2024-0697,CSC 102,Introduction to Problem Solving,22.1
MAT-2024-0697,GST 102,Nigerian Peoples and Culture,29.9
MAT-2024-0697,PHY 101,General Physics I,24.2
MAT-2024-0698,MAT 101,General Mathematics I,13.5
MAT-2024-0698,ENG 101,Engineering Mechanics,12.2
MAT-2024-0698,CHM 101,General Chemistry I,19.7
MAT-2024-0698,GST 102,Nigerian Peoples and Culture,17.9
MAT-2024-0698,CHM 102,Practical Chemistry I,17.9
MAT-2024-0698,CSC 101,Introduction to Computer Science,21.5
MAT-2024-0698,PHY 101,General Physics I,17.0
MAT-2024-0699,CHM 101,General Chemistry I,19.0
MAT-2024-0699,MAT 101,General Mathematics I,21.9
MAT-2024-0699,STA 101,Introductory Statistics,12.7
MAT-2024-0699,BIO 101,General Biology I,12.6
MAT-2024-0699,CSC 101,Introduction to Computer Science,10.3
MAT-2024-0699,CSC 102,Introduction to Problem Solving,11.2
MAT-2024-0699,PHY 101,General Physics I,15.2
MAT-2024-0699,GST 102,Nigerian Peoples and Culture,23.1
MAT-2024-0699,MAT 102,General Mathematics II,16.8
MAT-2024-0699,PHY 102,Practical Physics I,12.5
MAT-2024-0700,PHY 102,Practical Physics I,10.9
MAT-2024-0700,CHM 102,Practical Chemistry I,11.8
MAT-2024-0700,CHM 101,General Chemistry I,11.8
MAT-2024-0700,BIO 101,General Biology I,9.4
MAT-2024-0700,GST 102,Nigerian Peoples and Culture,11.6
MAT-2024-0700,STA 101,Introductory Statistics,12.4
MAT-2024-0700,MAT 101,General Mathematics I,13.4
MAT-2024-0700,MAT 102,General Mathematics II,17.4
MAT-2024-0700,CSC 101,Introduction to Computer Science,11.4
MAT-2024-0700,PHY 101,General Physics I,10.8
MAT-2024-0700,ENG 101,Engineering Mechanics,6.9
MAT-2024-0701,PHY 101,General Physics I,17.1
MAT-2024-0701,GST 102,Nigerian Peoples and Culture,22.6
MAT-2024-0701,CSC 101,Introduction to Computer Science,19.5
MAT-2024-0701,ENG 101,Engineering Mechanics,19.3
MAT-2024-0701,CSC 102,Introduction to Problem Solving,22.3
MAT-2024-0701,PHY 102,Practical Physics I,18.9
MAT-2024-0701,MAT 101,General Mathematics I,21.4
MAT-2024-0701,CHM 102,Practical Chemistry I,15.6
MAT-2024-0701,MAT 102,General Mathematics II,24.8
MAT-2024-0702,CHM 102,Practical Chemistry I,25.7
MAT-2024-0702,STA 101,Introductory Statistics,22.3
MAT-2024-0702,CSC 102,Introduction to Problem Solving,26.6
MAT-2024-0702,MAT 102,General Mathematics II,22.2
MAT-2024-0703,GST 101,Use of English,10.9
MAT-2024-0703,PHY 102,Practical Physics I,17.5
MAT-2024-0703,GST 102,Nigerian Peoples and Culture,18.2
MAT-2024-0703,BIO 101,General Biology I,13.8
MAT-2024-0703,CHM 102,Practical Chemistry I,14.2
MAT-2024-0704,MAT 101,General Mathematics I,22.8
MAT-2024-0704,PHY 101,General Physics I,18.3
MAT-2024-0704,CHM 102,Practical Chemistry I,22.7
MAT-2024-0704,STA 101,Introductory Statistics,19.1
MAT-2024-0704,BIO 101,General Biology I,20.2
MAT-2024-0704,GST 101,Use of English,27.1
MAT-2024-0704,PHY 102,Practical Physics I,20.6
MAT-2024-0704,CHM 101,General Chemistry I,20.6
MAT-2024-0704,ENG 101,Engineering Mechanics,22.5
MAT-2024-0704,CSC 102,Introduction to Problem Solving,26.4
MAT-2024-0704,MAT 102,General Mathematics II,21.8
MAT-2024-0705,STA 101,Introductory Statistics,23.8
MAT-2024-0705,ENG 101,Engineering Mechanics,15.7
MAT-2024-0705,PHY 101,General Physics I,25.0
MAT-2024-0705,CSC 102,Introduction to Problem Solving,14.4
MAT-2024-0705,CHM 101,General Chemistry I,17.1
MAT-2024-0705,GST 102,Nigerian Peoples and Culture,16.2
MAT-2024-0705,MAT 101,General Mathematics I,18.1
MAT-2024-0705,BIO 101,General Biology I,21.6
MAT-2024-0705,CSC 101,Introduction to Computer Science,23.1
